Temperatura de equilibrio (K),Masa estelar (M☉),koi_disposition
752.0,0.876,CANDIDATE
454.0,1.047,CONFIRMED
746.0,1.019,CONFIRMED
377.0,0.964,CONFIRMED
588.0,0.718,CANDIDATE
676.0,1.019,CANDIDATE
564.0,0.932,CONFIRMED
506.0,0.83,CANDIDATE
787.0,0.639,CONFIRMED
464.0,1.107,CONFIRMED
1897.0,1.247,CONFIRMED
888.0,1.259,CONFIRMED
286.0,0.964,CANDIDATE
561.0,0.895,CONFIRMED
450.0,1.283,CONFIRMED
307.0,0.267,CANDIDATE
1169.0,0.924,CONFIRMED
3662.0,0.763,CANDIDATE
754.0,1.247,CONFIRMED
346.0,0.818,CONFIRMED
352.0,0.941,CONFIRMED
343.0,1.21,CONFIRMED
705.0,0.762,CANDIDATE
391.0,0.746,CONFIRMED
1369.0,0.924,CONFIRMED
566.0,1.006,CONFIRMED
367.0,1.257,CANDIDATE
1549.0,1.07,CONFIRMED
758.0,0.518,CANDIDATE
943.0,1.21,CONFIRMED
380.0,1.303,CONFIRMED
967.0,0.938,CONFIRMED
252.0,0.645,CANDIDATE
2347.0,1.068,CANDIDATE
6285.0,0.763,CANDIDATE
817.0,0.676,CONFIRMED
746.0,1.054,CONFIRMED
1320.0,1.079,CANDIDATE
318.0,0.91,CONFIRMED
342.0,1.029,CONFIRMED
916.0,0.91,CANDIDATE
972.0,1.015,CONFIRMED
1484.0,1.015,CONFIRMED
1167.0,1.015,CONFIRMED
892.0,0.827,CANDIDATE
809.0,0.752,CANDIDATE
1561.0,1.257,CANDIDATE
1374.0,0.937,CONFIRMED
2024.0,0.92,CONFIRMED
788.0,0.796,CONFIRMED
1998.0,2.922,CANDIDATE
1087.0,0.806,CANDIDATE
1140.0,0.895,CONFIRMED
297.0,0.869,CONFIRMED
2537.0,1.094,CONFIRMED
508.0,1.011,CONFIRMED
784.0,0.868,CONFIRMED
1330.0,1.106,CANDIDATE
889.0,0.796,CANDIDATE
329.0,0.924,CANDIDATE
203.0,0.727,CANDIDATE
1351.0,0.756,CONFIRMED
1402.0,0.864,CONFIRMED
547.0,0.756,CANDIDATE
427.0,0.774,CONFIRMED
308.0,1.031,CONFIRMED
1676.0,0.964,CONFIRMED
592.0,1.212,CONFIRMED
705.0,1.0,CONFIRMED
1437.0,0.666,CONFIRMED
1256.0,0.963,CONFIRMED
313.0,1.117,CONFIRMED
300.0,0.969,CANDIDATE
621.0,0.971,CONFIRMED
438.0,1.032,CONFIRMED
2660.0,1.11,CANDIDATE
407.0,1.01,CONFIRMED
679.0,0.826,CANDIDATE
1309.0,1.071,CONFIRMED
314.0,1.183,CANDIDATE
1872.0,0.981,CONFIRMED
1783.0,1.054,CANDIDATE
2336.0,2.054,CONFIRMED
827.0,0.412,CANDIDATE
304.0,0.947,CANDIDATE
211.0,0.651,CONFIRMED
1092.0,1.421,CONFIRMED
1607.0,1.071,CANDIDATE
1159.0,1.15,CANDIDATE
751.0,1.115,CANDIDATE
1343.0,1.069,CONFIRMED
264.0,0.974,CONFIRMED
879.0,1.06,CANDIDATE
410.0,1.026,CONFIRMED
384.0,1.044,CONFIRMED
2167.0,1.26,CANDIDATE
929.0,1.14,CANDIDATE
1822.0,1.026,CONFIRMED
802.0,0.821,CONFIRMED
1065.0,0.885,CANDIDATE
1350.0,1.33,CANDIDATE
452.0,1.116,CANDIDATE
1568.0,0.75,CANDIDATE
1183.0,0.556,CANDIDATE
166.0,0.616,CONFIRMED
324.0,0.891,CONFIRMED
2530.0,1.66,CANDIDATE
305.0,0.794,CONFIRMED
561.0,1.094,CONFIRMED
1650.0,0.919,CONFIRMED
768.0,0.911,CONFIRMED
938.0,1.535,CONFIRMED
1244.0,0.61,CONFIRMED
1800.0,0.939,CONFIRMED
783.0,1.005,CANDIDATE
769.0,0.667,CONFIRMED
2145.0,1.266,CANDIDATE
535.0,0.464,CONFIRMED
2208.0,1.02,CANDIDATE
491.0,0.778,CONFIRMED
729.0,1.037,CONFIRMED
1480.0,0.837,CANDIDATE
1034.0,1.049,CANDIDATE
1754.0,1.099,CANDIDATE
1032.0,0.932,CONFIRMED
1113.0,1.007,CONFIRMED
503.0,0.998,CONFIRMED
1530.0,1.169,CANDIDATE
416.0,1.086,CONFIRMED
2194.0,0.857,CANDIDATE
3653.0,1.216,CANDIDATE
1891.0,0.911,CONFIRMED
1058.0,0.964,CONFIRMED
291.0,0.881,CONFIRMED
1885.0,0.995,CANDIDATE
240.0,0.688,CANDIDATE
1020.0,1.521,CONFIRMED
729.0,0.884,CONFIRMED
1010.0,0.81,CONFIRMED
1681.0,0.968,CONFIRMED
290.0,0.844,CANDIDATE
1192.0,1.014,CANDIDATE
858.0,1.072,CANDIDATE
371.0,0.936,CONFIRMED
346.0,0.981,CONFIRMED
643.0,0.844,CONFIRMED
338.0,1.014,CANDIDATE
329.0,1.055,CONFIRMED
794.0,1.085,CANDIDATE
619.0,1.174,CONFIRMED
944.0,1.005,CANDIDATE
301.0,0.811,CONFIRMED
266.0,0.734,CONFIRMED
710.0,1.14,CONFIRMED
330.0,1.252,CONFIRMED
284.0,1.083,CANDIDATE
782.0,1.109,CONFIRMED
1060.0,1.085,CONFIRMED
1108.0,0.973,CANDIDATE
896.0,1.161,CANDIDATE
1654.0,3.573,CONFIRMED
597.0,0.864,CONFIRMED
1551.0,0.588,CANDIDATE
326.0,1.119,CANDIDATE
380.0,0.92,CONFIRMED
515.0,0.989,CANDIDATE
838.0,1.016,CONFIRMED
1997.0,1.15,CONFIRMED
1569.0,0.921,CANDIDATE
248.0,0.394,CONFIRMED
1365.0,0.811,CANDIDATE
211.0,0.096,CONFIRMED
987.0,1.089,CONFIRMED
1062.0,1.089,CONFIRMED
2034.0,0.863,CANDIDATE
892.0,0.847,CANDIDATE
875.0,0.932,CANDIDATE
392.0,0.748,CONFIRMED
321.0,0.996,CONFIRMED
832.0,0.751,CANDIDATE
1733.0,0.808,CONFIRMED
851.0,0.759,CONFIRMED
450.0,1.089,CONFIRMED
567.0,0.526,CONFIRMED
676.0,0.714,CONFIRMED
394.0,0.376,CANDIDATE
755.0,1.02,CONFIRMED
730.0,0.464,CONFIRMED
694.0,0.759,CANDIDATE
633.0,1.005,CONFIRMED
1874.0,0.808,CONFIRMED
473.0,0.923,CANDIDATE
347.0,1.31,CANDIDATE
537.0,0.918,CANDIDATE
1421.0,0.951,CANDIDATE
235.0,0.77,CANDIDATE
225.0,0.797,CANDIDATE
414.0,1.019,CANDIDATE
618.0,0.995,CANDIDATE
630.0,0.962,CONFIRMED
279.0,1.221,CANDIDATE
519.0,0.865,CANDIDATE
1351.0,1.792,CANDIDATE
1996.0,0.747,CANDIDATE
578.0,1.349,CANDIDATE
101.0,0.441,CANDIDATE
562.0,1.902,CANDIDATE
681.0,0.991,CANDIDATE
245.0,0.921,CANDIDATE
3293.0,3.192,CANDIDATE
451.0,0.768,CONFIRMED
321.0,1.093,CANDIDATE
389.0,1.031,CONFIRMED
789.0,1.329,CANDIDATE
400.0,1.111,CANDIDATE
344.0,1.085,CANDIDATE
274.0,1.025,CANDIDATE
551.0,0.736,CANDIDATE
527.0,0.913,CANDIDATE
324.0,1.008,CANDIDATE
225.0,0.98,CANDIDATE
359.0,1.343,CANDIDATE
1046.0,2.981,CANDIDATE
696.0,1.026,CANDIDATE
332.0,0.679,CANDIDATE
540.0,0.43,CONFIRMED
657.0,1.068,CANDIDATE
488.0,0.916,CANDIDATE
1183.0,1.699,CANDIDATE
292.0,0.804,CANDIDATE
1352.0,1.202,CONFIRMED
811.0,0.928,CANDIDATE
468.0,1.219,CANDIDATE
218.0,0.962,CANDIDATE
358.0,1.031,CANDIDATE
740.0,0.775,CANDIDATE
632.0,0.956,CANDIDATE
531.0,1.126,CANDIDATE
271.0,0.616,CANDIDATE
2955.0,1.803,CANDIDATE
322.0,0.817,CANDIDATE
279.0,0.958,CANDIDATE
290.0,0.916,CANDIDATE
290.0,1.035,CANDIDATE
367.0,0.698,CANDIDATE
325.0,1.072,CANDIDATE
484.0,0.91,CANDIDATE
702.0,1.097,CANDIDATE
690.0,1.095,CANDIDATE
329.0,1.055,CANDIDATE
442.0,1.426,CANDIDATE
308.0,1.007,CANDIDATE
584.0,0.974,CANDIDATE
812.0,1.946,CANDIDATE
350.0,1.079,CONFIRMED
227.0,1.043,CANDIDATE
310.0,1.072,CANDIDATE
707.0,1.083,CANDIDATE
422.0,1.693,CANDIDATE
404.0,1.03,CANDIDATE
1051.0,1.653,CANDIDATE
428.0,1.051,CANDIDATE
548.0,0.567,CANDIDATE
198.0,0.837,CANDIDATE
570.0,0.961,CANDIDATE
558.0,1.091,CANDIDATE
248.0,0.98,CANDIDATE
234.0,0.959,CANDIDATE
468.0,0.764,CANDIDATE
354.0,1.151,CANDIDATE
1029.0,0.937,CANDIDATE
449.0,0.756,CANDIDATE
243.0,0.983,CANDIDATE
413.0,1.397,CANDIDATE
238.0,1.027,CANDIDATE
922.0,1.05,CANDIDATE
717.0,1.241,CANDIDATE
483.0,0.992,CANDIDATE
325.0,0.825,CANDIDATE
440.0,0.881,CANDIDATE
605.0,1.088,CANDIDATE
271.0,1.142,CANDIDATE
363.0,1.227,CANDIDATE
376.0,1.229,CANDIDATE
320.0,1.532,CANDIDATE
410.0,0.629,CANDIDATE
253.0,0.859,CANDIDATE
216.0,0.886,CANDIDATE
331.0,0.993,CANDIDATE
682.0,1.117,CANDIDATE
698.0,1.839,CANDIDATE
289.0,1.0,CANDIDATE
259.0,0.773,CANDIDATE
94.0,0.368,CANDIDATE
298.0,1.17,CANDIDATE
375.0,1.248,CANDIDATE
427.0,1.011,CANDIDATE
211.0,0.807,CANDIDATE
300.0,1.001,CANDIDATE
670.0,1.094,CANDIDATE
238.0,1.056,CANDIDATE
224.0,0.823,CANDIDATE
693.0,0.865,CANDIDATE
491.0,0.892,CANDIDATE
741.0,2.394,CANDIDATE
794.0,0.681,CONFIRMED
315.0,1.213,CANDIDATE
301.0,0.77,CANDIDATE
458.0,1.047,CANDIDATE
481.0,1.048,CANDIDATE
783.0,1.782,CANDIDATE
385.0,1.103,CANDIDATE
260.0,0.846,CANDIDATE
463.0,1.668,CANDIDATE
206.0,0.806,CANDIDATE
744.0,1.066,CANDIDATE
361.0,1.046,CANDIDATE
207.0,0.727,CONFIRMED
508.0,0.704,CONFIRMED
509.0,1.028,CANDIDATE
406.0,0.869,CANDIDATE
1030.0,1.141,CANDIDATE
200.0,0.706,CANDIDATE
338.0,1.33,CANDIDATE
217.0,0.836,CANDIDATE
599.0,2.939,CANDIDATE
636.0,0.813,CONFIRMED
269.0,1.083,CANDIDATE
264.0,0.756,CANDIDATE
1636.0,1.427,CANDIDATE
225.0,1.039,CANDIDATE
242.0,0.965,CANDIDATE
492.0,0.881,CONFIRMED
838.0,2.012,CANDIDATE
187.0,0.685,CANDIDATE
343.0,0.731,CANDIDATE
302.0,0.616,CANDIDATE
232.0,0.655,CANDIDATE
447.0,1.054,CANDIDATE
209.0,0.937,CANDIDATE
458.0,1.014,CANDIDATE
1479.0,1.227,CANDIDATE
309.0,0.945,CANDIDATE
1176.0,1.225,CANDIDATE
405.0,0.715,CANDIDATE
293.0,1.023,CANDIDATE
452.0,1.067,CANDIDATE
354.0,1.37,CANDIDATE
480.0,0.91,CANDIDATE
611.0,1.196,CANDIDATE
283.0,0.912,CANDIDATE
701.0,1.073,CANDIDATE
1279.0,1.552,CANDIDATE
236.0,0.798,CANDIDATE
226.0,0.877,CANDIDATE
209.0,0.865,CANDIDATE
250.0,0.984,CANDIDATE
392.0,1.087,CANDIDATE
523.0,1.24,CANDIDATE
332.0,0.952,CANDIDATE
203.0,0.725,CANDIDATE
241.0,0.818,CANDIDATE
950.0,1.483,CANDIDATE
240.0,0.587,CONFIRMED
657.0,0.944,CANDIDATE
206.0,0.879,CANDIDATE
258.0,1.213,CANDIDATE
210.0,1.06,CANDIDATE
206.0,0.95,CANDIDATE
356.0,0.976,CANDIDATE
598.0,0.843,CANDIDATE
230.0,0.948,CANDIDATE
212.0,0.833,CANDIDATE
393.0,1.042,CANDIDATE
874.0,1.058,CANDIDATE
314.0,1.014,CANDIDATE
266.0,1.116,CANDIDATE
435.0,0.898,CANDIDATE
265.0,0.871,CANDIDATE
333.0,0.777,CANDIDATE
312.0,0.874,CANDIDATE
210.0,0.901,CANDIDATE
300.0,0.792,CANDIDATE
702.0,1.383,CANDIDATE
638.0,0.824,CANDIDATE
675.0,2.571,CANDIDATE
1646.0,0.936,CANDIDATE
372.0,1.764,CANDIDATE
272.0,0.981,CANDIDATE
278.0,0.931,CANDIDATE
302.0,1.038,CANDIDATE
218.0,1.106,CANDIDATE
560.0,0.855,CANDIDATE
1422.0,1.312,CANDIDATE
3183.0,1.49,CANDIDATE
594.0,0.826,CANDIDATE
295.0,0.795,CANDIDATE
1971.0,3.149,CANDIDATE
834.0,0.678,CANDIDATE
196.0,0.977,CANDIDATE
924.0,2.049,CANDIDATE
485.0,0.578,CANDIDATE
334.0,1.03,CANDIDATE
583.0,1.15,CANDIDATE
249.0,1.002,CANDIDATE
448.0,1.011,CANDIDATE
377.0,1.269,CANDIDATE
925.0,2.006,CONFIRMED
196.0,0.879,CANDIDATE
533.0,0.896,CANDIDATE
158.0,0.599,CANDIDATE
337.0,0.879,CANDIDATE
363.0,1.227,CANDIDATE
1443.0,0.863,CANDIDATE
379.0,0.976,CANDIDATE
878.0,2.231,CANDIDATE
450.0,1.079,CANDIDATE
212.0,0.796,CANDIDATE
319.0,1.144,CANDIDATE
182.0,0.724,CONFIRMED
305.0,1.062,CANDIDATE
376.0,1.29,CANDIDATE
455.0,0.764,CANDIDATE
405.0,1.215,CANDIDATE
282.0,1.103,CONFIRMED
241.0,1.046,CANDIDATE
313.0,0.779,CANDIDATE
248.0,1.133,CONFIRMED
347.0,1.175,CANDIDATE
842.0,0.933,CANDIDATE
363.0,0.784,CANDIDATE
379.0,0.654,CANDIDATE
1093.0,0.756,CONFIRMED
267.0,0.972,CANDIDATE
328.0,1.529,CANDIDATE
377.0,0.821,CANDIDATE
769.0,1.442,CANDIDATE
795.0,2.573,CANDIDATE
586.0,0.695,CANDIDATE
496.0,1.067,CANDIDATE
199.0,0.899,CANDIDATE
215.0,0.856,CANDIDATE
260.0,0.83,CANDIDATE
413.0,1.199,CANDIDATE
524.0,1.148,CANDIDATE
1122.0,1.056,CONFIRMED
442.0,0.867,CANDIDATE
223.0,1.031,CANDIDATE
345.0,1.15,CANDIDATE
242.0,1.034,CANDIDATE
773.0,0.8,CANDIDATE
296.0,1.0,CANDIDATE
678.0,1.11,CANDIDATE
370.0,1.454,CANDIDATE
630.0,1.372,CANDIDATE
223.0,1.083,CANDIDATE
486.0,1.66,CANDIDATE
369.0,0.818,CONFIRMED
367.0,0.967,CANDIDATE
274.0,0.913,CANDIDATE
603.0,0.885,CANDIDATE
240.0,1.079,CANDIDATE
393.0,1.245,CANDIDATE
321.0,1.257,CANDIDATE
1105.0,1.103,CANDIDATE
186.0,0.616,CANDIDATE
337.0,0.755,CANDIDATE
499.0,0.898,CANDIDATE
460.0,1.057,CANDIDATE
713.0,0.55,CANDIDATE
855.0,0.983,CANDIDATE
588.0,0.986,CANDIDATE
547.0,0.957,CANDIDATE
1528.0,1.583,CANDIDATE
2292.0,1.742,CANDIDATE
437.0,1.121,CANDIDATE
258.0,0.898,CANDIDATE
248.0,1.091,CANDIDATE
223.0,0.92,CANDIDATE
251.0,1.008,CANDIDATE
377.0,0.988,CANDIDATE
254.0,0.976,CANDIDATE
674.0,1.041,CANDIDATE
649.0,1.027,CANDIDATE
207.0,0.993,CANDIDATE
553.0,1.113,CANDIDATE
152.0,0.582,CANDIDATE
301.0,1.01,CANDIDATE
203.0,0.773,CANDIDATE
687.0,0.838,CANDIDATE
342.0,1.311,CANDIDATE
501.0,0.808,CANDIDATE
411.0,2.123,CANDIDATE
422.0,0.818,CANDIDATE
337.0,1.022,CANDIDATE
790.0,1.47,CANDIDATE
423.0,0.817,CANDIDATE
592.0,1.224,CANDIDATE
279.0,0.654,CANDIDATE
531.0,1.016,CANDIDATE
334.0,1.314,CANDIDATE
200.0,0.847,CONFIRMED
306.0,0.697,CANDIDATE
293.0,1.296,CANDIDATE
452.0,0.751,CANDIDATE
407.0,1.126,CANDIDATE
204.0,0.746,CANDIDATE
210.0,0.884,CANDIDATE
401.0,1.419,CANDIDATE
270.0,1.08,CANDIDATE
230.0,1.085,CANDIDATE
613.0,0.952,CANDIDATE
346.0,1.213,CANDIDATE
616.0,1.542,CANDIDATE
729.0,1.894,CANDIDATE
317.0,0.871,CANDIDATE
1379.0,1.316,CANDIDATE
689.0,0.892,CANDIDATE
180.0,0.624,CANDIDATE
1064.0,1.052,CANDIDATE
221.0,0.868,CANDIDATE
167.0,0.577,CANDIDATE
517.0,1.304,CANDIDATE
241.0,0.825,CANDIDATE
497.0,0.857,CANDIDATE
590.0,1.07,CANDIDATE
777.0,0.913,CANDIDATE
551.0,1.358,CANDIDATE
1180.0,0.936,CANDIDATE
468.0,1.679,CANDIDATE
198.0,0.886,CANDIDATE
321.0,1.164,CANDIDATE
395.0,1.101,CANDIDATE
493.0,1.276,CANDIDATE
405.0,1.268,CANDIDATE
190.0,0.863,CANDIDATE
937.0,1.034,CANDIDATE
579.0,1.533,CANDIDATE
206.0,1.003,CANDIDATE
172.0,0.714,CANDIDATE
406.0,0.81,CANDIDATE
450.0,0.961,CANDIDATE
354.0,1.332,CANDIDATE
597.0,1.184,CANDIDATE
321.0,0.967,CANDIDATE
253.0,0.902,CANDIDATE
527.0,2.629,CANDIDATE
738.0,0.785,CANDIDATE
494.0,1.065,CANDIDATE
283.0,1.086,CANDIDATE
302.0,1.19,CANDIDATE
391.0,0.929,CANDIDATE
519.0,0.963,CANDIDATE
503.0,0.963,CANDIDATE
353.0,0.869,CANDIDATE
341.0,1.204,CANDIDATE
591.0,1.516,CANDIDATE
287.0,1.161,CANDIDATE
444.0,2.023,CANDIDATE
219.0,0.72,CANDIDATE
503.0,1.04,CANDIDATE
223.0,0.97,CANDIDATE
106.0,0.294,CANDIDATE
233.0,0.892,CANDIDATE
480.0,1.442,CANDIDATE
632.0,0.801,CANDIDATE
420.0,1.547,CANDIDATE
257.0,1.073,CANDIDATE
449.0,1.147,CANDIDATE
537.0,0.869,CANDIDATE
465.0,0.727,CANDIDATE
799.0,1.997,CANDIDATE
719.0,1.065,CANDIDATE
829.0,1.566,CANDIDATE
222.0,0.83,CANDIDATE
249.0,1.011,CANDIDATE
314.0,0.823,CANDIDATE
346.0,0.916,CANDIDATE
219.0,0.989,CANDIDATE
421.0,1.012,CANDIDATE
321.0,1.132,CANDIDATE
284.0,0.984,CANDIDATE
687.0,0.84,CANDIDATE
424.0,0.518,CANDIDATE
591.0,1.108,CANDIDATE
388.0,0.778,CANDIDATE
896.0,1.363,CANDIDATE
483.0,1.496,CANDIDATE
605.0,2.012,CANDIDATE
331.0,0.891,CANDIDATE
639.0,0.962,CANDIDATE
274.0,0.982,CANDIDATE
1112.0,1.893,CANDIDATE
600.0,1.217,CANDIDATE
149.0,0.544,CANDIDATE
199.0,0.853,CANDIDATE
285.0,1.074,CANDIDATE
277.0,1.007,CANDIDATE
304.0,1.073,CANDIDATE
222.0,0.799,CANDIDATE
302.0,1.02,CANDIDATE
334.0,0.97,CANDIDATE
449.0,1.592,CONFIRMED
761.0,0.638,CANDIDATE
209.0,0.829,CANDIDATE
592.0,1.098,CANDIDATE
790.0,1.983,CANDIDATE
425.0,1.277,CANDIDATE
825.0,0.893,CANDIDATE
468.0,0.775,CANDIDATE
984.0,1.195,CANDIDATE
510.0,1.835,CANDIDATE
863.0,1.153,CANDIDATE
267.0,0.677,CANDIDATE
217.0,0.518,CANDIDATE
196.0,0.804,CANDIDATE
802.0,2.176,CANDIDATE
266.0,0.883,CANDIDATE
1003.0,1.102,CONFIRMED
337.0,0.938,CANDIDATE
289.0,0.83,CANDIDATE
251.0,0.736,CANDIDATE
209.0,0.471,CANDIDATE
499.0,1.171,CANDIDATE
404.0,1.229,CANDIDATE
364.0,1.063,CANDIDATE
401.0,1.158,CANDIDATE
273.0,0.893,CANDIDATE
280.0,1.178,CANDIDATE
308.0,0.885,CANDIDATE
182.0,0.689,CANDIDATE
484.0,0.902,CANDIDATE
216.0,0.865,CANDIDATE
770.0,0.862,CANDIDATE
212.0,0.693,CANDIDATE
589.0,1.07,CANDIDATE
744.0,1.117,CANDIDATE
809.0,1.636,CANDIDATE
565.0,0.801,CANDIDATE
327.0,0.974,CONFIRMED
512.0,0.761,CANDIDATE
302.0,1.007,CANDIDATE
530.0,0.991,CONFIRMED
465.0,1.049,CANDIDATE
390.0,0.536,CANDIDATE
249.0,0.972,CANDIDATE
589.0,0.918,CONFIRMED
1016.0,1.042,CANDIDATE
700.0,0.848,CANDIDATE
507.0,0.914,CANDIDATE
1090.0,1.894,CANDIDATE
956.0,1.204,CANDIDATE
595.0,1.272,CANDIDATE
404.0,1.272,CANDIDATE
799.0,0.699,CONFIRMED
1296.0,0.847,CANDIDATE
729.0,1.032,CANDIDATE
955.0,0.875,CONFIRMED
398.0,0.789,CONFIRMED
453.0,0.981,CANDIDATE
2333.0,2.376,CANDIDATE
288.0,1.052,CANDIDATE
528.0,1.272,CANDIDATE
459.0,1.054,CANDIDATE
519.0,0.933,CANDIDATE
932.0,1.099,CANDIDATE
582.0,1.149,CANDIDATE
2318.0,0.732,CANDIDATE
851.0,1.099,CANDIDATE
1083.0,2.351,CANDIDATE
1051.0,0.553,CANDIDATE
1010.0,0.933,CONFIRMED
1065.0,0.933,CONFIRMED
1496.0,1.786,CANDIDATE
629.0,0.861,CANDIDATE
885.0,0.999,CANDIDATE
1058.0,1.33,CANDIDATE
665.0,1.353,CANDIDATE
390.0,1.519,CONFIRMED
602.0,1.519,CANDIDATE
607.0,1.226,CANDIDATE
525.0,0.955,CANDIDATE
982.0,1.044,CANDIDATE
1142.0,1.173,CANDIDATE
209.0,0.818,CONFIRMED
2921.0,0.816,CANDIDATE
588.0,0.818,CANDIDATE
759.0,1.069,CANDIDATE
721.0,0.937,CANDIDATE
225.0,0.811,CANDIDATE
705.0,0.8,CANDIDATE
521.0,1.843,CANDIDATE
785.0,1.022,CANDIDATE
535.0,0.819,CANDIDATE
1427.0,1.0,CANDIDATE
1015.0,0.862,CANDIDATE
324.0,1.387,CANDIDATE
1610.0,1.387,CANDIDATE
1789.0,1.044,CANDIDATE
430.0,1.025,CANDIDATE
927.0,1.022,CANDIDATE
544.0,1.241,CANDIDATE
310.0,0.786,CANDIDATE
1351.0,1.06,CONFIRMED
1094.0,1.06,CONFIRMED
1530.0,1.677,CANDIDATE
323.0,1.04,CANDIDATE
625.0,0.949,CANDIDATE
1627.0,0.802,CANDIDATE
1149.0,1.006,CANDIDATE
649.0,0.989,CANDIDATE
416.0,1.084,CANDIDATE
1007.0,0.537,CANDIDATE
750.0,1.352,CANDIDATE
1228.0,1.352,CONFIRMED
647.0,0.561,CANDIDATE
606.0,0.791,CANDIDATE
498.0,0.795,CANDIDATE
1058.0,1.352,CANDIDATE
319.0,0.866,CANDIDATE
839.0,1.055,CANDIDATE
606.0,0.857,CONFIRMED
754.0,1.079,CONFIRMED
355.0,0.971,CONFIRMED
1153.0,1.09,CANDIDATE
464.0,1.157,CANDIDATE
898.0,1.319,CANDIDATE
235.0,0.926,CANDIDATE
787.0,1.793,CANDIDATE
579.0,1.541,CANDIDATE
302.0,0.937,CONFIRMED
236.0,0.956,CANDIDATE
191.0,0.926,CANDIDATE
908.0,1.098,CONFIRMED
767.0,1.098,CONFIRMED
1263.0,1.098,CANDIDATE
1093.0,1.158,CANDIDATE
573.0,1.291,CANDIDATE
493.0,0.937,CANDIDATE
211.0,0.811,CANDIDATE
437.0,1.046,CANDIDATE
475.0,1.046,CANDIDATE
900.0,1.041,CANDIDATE
333.0,1.105,CANDIDATE
340.0,1.016,CANDIDATE
414.0,0.83,CANDIDATE
625.0,1.037,CANDIDATE
325.0,0.955,CANDIDATE
288.0,0.723,CANDIDATE
237.0,0.802,CANDIDATE
724.0,0.962,CANDIDATE
490.0,1.084,CANDIDATE
2251.0,2.357,CANDIDATE
678.0,1.027,CANDIDATE
895.0,0.937,CONFIRMED
1095.0,0.937,CONFIRMED
234.0,0.817,CONFIRMED
196.0,0.879,CANDIDATE
337.0,0.877,CANDIDATE
441.0,0.907,CANDIDATE
1541.0,0.765,CONFIRMED
916.0,0.932,CANDIDATE
575.0,1.14,CANDIDATE
1206.0,1.035,CANDIDATE
801.0,0.974,CANDIDATE
433.0,1.198,CANDIDATE
440.0,1.097,CANDIDATE
522.0,1.198,CANDIDATE
496.0,0.848,CANDIDATE
632.0,1.502,CANDIDATE
380.0,1.077,CONFIRMED
303.0,0.796,CANDIDATE
181.0,0.8,CANDIDATE
330.0,1.073,CANDIDATE
339.0,1.066,CANDIDATE
638.0,0.95,CANDIDATE
363.0,0.605,CONFIRMED
1123.0,1.022,CANDIDATE
397.0,1.273,CANDIDATE
441.0,1.354,CANDIDATE
809.0,1.07,CANDIDATE
299.0,0.605,CONFIRMED
725.0,1.325,CANDIDATE
208.0,0.895,CANDIDATE
455.0,1.058,CANDIDATE
852.0,1.127,CANDIDATE
678.0,0.931,CONFIRMED
283.0,0.924,CANDIDATE
296.0,1.013,CANDIDATE
298.0,1.061,CANDIDATE
391.0,0.97,CANDIDATE
828.0,1.206,CANDIDATE
1197.0,1.894,CANDIDATE
1215.0,1.173,CONFIRMED
3406.0,1.836,CANDIDATE
1232.0,1.088,CANDIDATE
407.0,1.089,CONFIRMED
723.0,0.865,CANDIDATE
482.0,1.0,CONFIRMED
947.0,1.052,CANDIDATE
295.0,0.636,CANDIDATE
984.0,2.054,CANDIDATE
507.0,0.941,CANDIDATE
1130.0,0.79,CANDIDATE
816.0,1.063,CANDIDATE
1123.0,0.812,CANDIDATE
718.0,0.916,CANDIDATE
391.0,1.206,CANDIDATE
253.0,0.964,CANDIDATE
919.0,1.046,CANDIDATE
849.0,0.717,CANDIDATE
625.0,0.64,CANDIDATE
1288.0,1.056,CANDIDATE
943.0,1.122,CANDIDATE
419.0,0.882,CANDIDATE
1220.0,0.961,CANDIDATE
1171.0,0.823,CANDIDATE
758.0,0.89,CANDIDATE
1379.0,1.022,CANDIDATE
814.0,0.978,CANDIDATE
1136.0,1.017,CANDIDATE
1642.0,1.331,CANDIDATE
966.0,1.279,CANDIDATE
778.0,0.775,CANDIDATE
1052.0,0.991,CANDIDATE
4477.0,3.257,CANDIDATE
750.0,0.848,CANDIDATE
566.0,0.944,CANDIDATE
1326.0,1.102,CANDIDATE
531.0,0.937,CANDIDATE
203.0,0.879,CANDIDATE
1027.0,0.431,CANDIDATE
1764.0,1.033,CANDIDATE
756.0,0.969,CANDIDATE
658.0,1.188,CANDIDATE
606.0,0.75,CANDIDATE
501.0,0.787,CANDIDATE
865.0,0.704,CANDIDATE
212.0,0.807,CANDIDATE
793.0,0.71,CANDIDATE
1052.0,1.182,CANDIDATE
943.0,0.552,CANDIDATE
495.0,0.773,CANDIDATE
1713.0,1.37,CANDIDATE
900.0,0.933,CANDIDATE
1684.0,1.044,CANDIDATE
1385.0,0.992,CANDIDATE
568.0,0.689,CANDIDATE
1130.0,0.959,CANDIDATE
987.0,0.959,CANDIDATE
594.0,1.058,CANDIDATE
561.0,0.548,CANDIDATE
617.0,0.639,CANDIDATE
751.0,0.763,CANDIDATE
622.0,0.72,CANDIDATE
802.0,1.014,CANDIDATE
228.0,0.985,CANDIDATE
4900.0,3.249,CANDIDATE
272.0,1.001,CANDIDATE
298.0,0.978,CANDIDATE
613.0,0.694,CANDIDATE
784.0,0.93,CANDIDATE
829.0,0.888,CANDIDATE
